"lng","lat","timestamp_added","reward_scale","payer","owner","nonce","name","mode","location_hex","location","last_poc_challenge","last_change_block","gain","elevation","block_added","block","address","status.timestamp","status.online","status.listen_addrs","status.height","geocode.short_street","geocode.short_state","geocode.short_country","geocode.short_city","geocode.long_street","geocode.long_state","geocode.long_country","geocode.long_city","geocode.city_id"
"-73.8864087503237","40.7122197207164","2022-01-22T02:32:41.000000Z","1","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","14Rbwi4BWHkFwYWscv4nxeKnDcnfSj41NCQduXa2RYDcPDkkfkZ","3","itchy-sage-starfish","full","882a100c39fffff","8c2a100c38295ff","1731328","1766925","58","20","1192485","1766941","1179e8cDvU7PPEFofW14oC5jbnE43rceftxhScrpNnr491sAoeo","2022-07-19T12:44:19.990000Z","online","/ip4/68.129.190.78/tcp/44158","1446420","Queens","NY","US","Queens","Queens","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.9898667094338","40.687409209397","2022-01-21T20:20:32.000000Z","1","14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF","13TDRHUVqTw2SCBGtLY2yM3pvrBspq3fveSM3kUPJDvB2q6agoD","1","nutty-tortilla-wren","full","882a107299fffff","8c2a1072984b7ff","1729558","1766918","26","0","1192091","1766941","112gSdsG98QEgWSsHksQk515EFE6QiCKP5Cm8Fz5vx1mYQzAHGWF","2022-07-15T00:12:11.823000Z","online","/ip4/68.173.116.44/tcp/44158","1440288","Smith St","NY","US","Brooklyn","Smith Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9438180582099","40.5932269461652","2022-01-21T20:11:08.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13wYBBkkNV9FY93aFPNjcMAhy2vUP5vugFvKogNo39q37Urz9pw","1","mammoth-sandstone-hawk","full","882a10745bfffff","8c2a10745aa57ff","1728986","1766918","40","2","1192080","1766941","11pX4mx8Ppus1aSiBtE1LA7X5soY3BDHHumEkfygEvSyHRt4G5r","2023-01-22T08:40:15.307000Z","online","/p2p/11j83GZnbtqsy29kH6nzCngz3ZScmsnhTi8hpcjnzZh72dUcQY5/p2p-circuit/p2p/11pX4mx8Ppus1aSiBtE1LA7X5soY3BDHHumEkfygEvSyHRt4G5r","1709217","Avenue X","NY","US","Brooklyn","Avenue X","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.923468615322","40.8093954478986","2022-01-21T19:05:27.000000Z","0.203659057617188","14rb2UcfS9U89QmKswpZpjRCUVCVu1haSyqyGY486EvsYtvdJmR","13zh11HRHT7aoSF3N5caXj6tcRUJqAaxYQQE8wtyciA6w1X5p2L","1","gentle-garnet-tapir","full","882a100ab3fffff","8c2a100ab3411ff","1196555","1196555","30","0","1192016","1766941","112bFHhrLcY6RmiMKpGJP2HR8xwSdghd8cGYdNFtK4ikUhJenN9G","2022-01-24T21:50:49.875000Z","offline","/ip4/70.23.38.223/tcp/44158","1196774","E 138th St","NY","US","Bronx","East 138th Street","New York","United States","Bronx","YnJvbnhuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9574119185029","40.7314801990118","2022-01-21T14:03:16.000000Z","1","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","141r2pQNj7mnPU1BQWkaGT8nMBjt3iUvanQbNHqtUkv74gqeSGz","1","cheery-inky-scallop","full","882a100d03fffff","8c2a100d02ce5ff","1731256","1766763","10","15","1191697","1766941","11DFSMTaK6Bew9ijhv3eRFUt6GRNviVaHnswBZbQQz3cLNxU42P","2022-07-18T05:01:36.378000Z","online","/p2p/11YoDruUaTsrgo3PfkjYXz1ayXBCdBm2kmahS5ho4wLFBGWTvpp/p2p-circuit/p2p/11DFSMTaK6Bew9ijhv3eRFUt6GRNviVaHnswBZbQQz3cLNxU42P","1444732","Java St","NY","US","Brooklyn","Java Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9921816222784","40.7396600786501","2022-01-21T00:33:29.000000Z","0.0290985107421875","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","14FTUsM5KyaMhPuViJGSDVnVPt1ZAamf27xEXaPyeikV3FUymLL","1","soft-ceramic-bear","full","882a100d27fffff","8c2a100d27219ff","1625340","1625640","12","20","1190830","1766941","112SegBQ355hkLXLad6qCUtoEWLEtfa3LPXjV3jeskrryzy5LvqK","2022-07-19T16:09:38.386000Z","offline","/p2p/112ovLqgk93r9PSRiUSBStL4uMrRC29LZ9tfyuBpvj4cMHaYodcf/p2p-circuit/p2p/112SegBQ355hkLXLad6qCUtoEWLEtfa3LPXjV3jeskrryzy5LvqK","1446611","W 19th St","NY","US","New York","West 19th Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9917343195381","40.7738293756828","2022-01-21T00:08:58.000000Z","0.150604248046875","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","13jKJj86EdRR7Sr1N3pRRfxpmYhr4if3VWTvhHM2jThp3Zxohbr","1","huge-cyan-hedgehog","full","882a1008b7fffff","8c2a1008b7617ff","1195319","1195373","12","20","1190804","1766941","112wSJEPuqTCKFGhgjfL3Mke2qqVLf8WaVS9ix2MTbbEsPo832WJ","2022-01-23T23:56:31.381000Z","offline","/p2p/11Qgc142pphe31TrBRkh8LUehNkdc7NpAVRZzFStYhHenNDwxGQ/p2p-circuit/p2p/112wSJEPuqTCKFGhgjfL3Mke2qqVLf8WaVS9ix2MTbbEsPo832WJ","1195372","W 61st St","NY","US","New York","West 61st Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.963769863554","40.7942309486379","2022-01-20T21:34:49.000000Z","0.061981201171875","13MS2kZHU4h6wp3tExgoHdDFjBsb9HB9JBvcbK9XmfNyJ7jqzVv","14e2f8JgraJqZrRcjJFYbVx3tpwdYrWSFTXeur2LhFK7pBgUHKu","3","careful-cinnamon-shell","full","882a10088bfffff","8c2a10088a087ff","1303338","1303338","30","0","1190636","1766941","1184Go7pidLAnQMGmoz1VFPiyYvt4idDfL8YYL4yqyuRynfazMj","2022-04-07T20:51:10.095000Z","offline","/p2p/11oNzTV6cz36jVnB4H1CZiSundXjnQDoZzhvAqrmk5pUVMxqWEV/p2p-circuit/p2p/1184Go7pidLAnQMGmoz1VFPiyYvt4idDfL8YYL4yqyuRynfazMj","1301273","Central Park West","NY","US","New York","Central Park West","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.038960496385","40.7474474315315","2022-01-20T18:19:05.000000Z","0.051300048828125","14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF","13TDRHUVqTw2SCBGtLY2yM3pvrBspq3fveSM3kUPJDvB2q6agoD","1","fresh-candy-vulture","full","882a107239fffff","8c2a107238349ff","1342012","1342012","26","0","1190421","1766941","112viH3vS26hyz4G5tyUGgZpHn3EGbWTPWrvXi52agsJrAxS2xTd","2022-05-06T01:41:55.903000Z","offline","/ip4/100.1.3.97/tcp/44158","1342234","Harrison St","NJ","US","Hoboken","Harrison Street","New Jersey","United States","Hoboken","aG9ib2tlbm5ldyBqZXJzZXl1bml0ZWQgc3RhdGVz"
"-73.9133845332862","40.6324394650544","2022-01-20T18:18:15.000000Z","0.31121826171875","14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM","13m6AoVwuaaEFYVS2XxP8FNKuurRQifnWB1LLqrqPqQPQmSFtWE","2","urban-chili-locust","full","882a10760bfffff","8c2a10760ba83ff","1530532","1530533","23","25","1190420","1766941","112K6mbp4zBfMi879T9N6R2BxvqL7QX3YjwoJCNt39GEDWePi2aa","2022-07-18T01:38:17.023000Z","offline","/p2p/11DjTKKrtdMvagfiNAG63omV9nGW9Q8P4btocRakAnUayMHDXbw/p2p-circuit/p2p/112K6mbp4zBfMi879T9N6R2BxvqL7QX3YjwoJCNt39GEDWePi2aa","1444552","E 77th St","NY","US","Brooklyn","East 77th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9747597964291","40.6948806817279","2022-01-20T16:48:19.000000Z","0.0519561767578125","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","12xLdnA2ja4ZbzEcSAkVMDt4u8LBF742YEfBCARBNArD54PPrnx","5","brief-sable-tuna","full","882a100dadfffff","8c2a100dac13dff","1611025","1611027","40","4","1190328","1766941","111Py5WRqeKAh79FbdibmMXTFAJWBoKY5XWD8ZSdbK6yzSjHYzi","2022-07-11T09:47:45.822000Z","offline","/ip4/67.86.244.25/tcp/44158","1435531","Cumberland Walk","NY","US","Brooklyn","Cumberland Walk","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0097347678391","40.7143161416602","2022-01-20T04:43:24.000000Z","0.0225982666015625","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","1333Evn4togpoqWgnKQPHVffe4DLFb1ASeyDyuuwVkXLWt76j6t","1","sunny-onyx-cuckoo","full","882a1072c7fffff","8c2a1072c65adff","1455162","1455162","40","40","1189540","1766941","112Cs7Bqg6FYrVYgEGPmFPUMekBjtfMeFdyFRkinNChfxGTaDTU7","2022-07-14T20:41:35.952000Z","offline","/p2p/112CLzuQGkt4NTQDM8ccXz3wwM1XnGBzUQaN89XA8o7QHAQjqG6n/p2p-circuit/p2p/112Cs7Bqg6FYrVYgEGPmFPUMekBjtfMeFdyFRkinNChfxGTaDTU7","1440072","Murray Street","NY","US","New York","Murray Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9978518473656","40.7572036935647","2022-01-20T01:50:59.000000Z","0.012420654296875","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13CmuNX56xitpHevYtERysRYNkCAJzXxHiqw8eusciWRTCenHHq","1","tricky-coffee-tardigrade","full","882a10725bfffff","8c2a10725a9c5ff","1347137","1347194","40","140","1189355","1766941","11wP6x6QA7MrNQkDV2SB7o4US1kW28oGJcHPxjjumJucXQ7SyP7","2022-05-09T07:41:09.038000Z","offline","/p2p/117fHhVCo44UAi4HzrMfzJdkQVx5zAMbbAPUHgPxSFLsnPdbAXP/p2p-circuit/p2p/11wP6x6QA7MrNQkDV2SB7o4US1kW28oGJcHPxjjumJucXQ7SyP7","1347209","Manhattan","NY","US","New York","Manhattan","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9948939886365","40.6943358716077","2022-01-20T01:34:19.000000Z","1","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","13EPe16eJ5jQUkhwiLhcATw63iKaUft59Cwkdj2uyvNcuL5DTLZ","2","great-raspberry-viper","full","882a107299fffff","8c2a10729982dff","1731238","1766533","12","15","1189335","1766941","11793zp2y3TbkriqP399iJMdauvujKV7SgnkT9W1qqyeAjzwVjc","2022-07-18T09:33:47.787000Z","online","/p2p/112pG3JLNK6qjMZ4bkAuMncunzAbjnL3XBiW3vx9w4Z3okSGysSp/p2p-circuit/p2p/11793zp2y3TbkriqP399iJMdauvujKV7SgnkT9W1qqyeAjzwVjc","1444963","Remsen St","NY","US","Brooklyn","Remsen Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9876765973512","40.7739931148967","2022-01-19T23:13:21.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","12wn6npocUHz41p8rcwmbiYvh6LVA13314FMZjEDJNDmz3LM6bs","2","soaring-slate-reindeer","full","882a1008b3fffff","8c2a1008b3a3bff","1731198","1765001","40","32","1189185","1766941","112ZXbCFxa24v6CXUMRbcjPZS6Rbr6yesLdHUsxSWFm7Aj3GgNd2","2022-10-18T09:41:16.122000Z","online","/ip4/72.229.74.82/tcp/44158","1474354","W 63rd St.","NY","US","New York","West 63rd Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0317578238074","40.76712598585","2022-01-19T04:25:17.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14isxtshk76dEaRWWrejQbfNWdxYS9uYPF6JnZE6LaKbkGK4Mmx","1","great-stone-seahorse","full","882a10720dfffff","8c2a10720d42bff","1731308","1757773","40","0","1187965","1766941","11sn8XL6c3LQVRCeiff8WhkXy6fu87TYZSmD2jC5UVczXXxjbTH","2022-07-15T10:02:32.654000Z","offline","/ip4/68.195.133.57/tcp/44158","1437427","24th St","NJ","US","Union City","24th Street","New Jersey","United States","Union City","dW5pb24gY2l0eW5ldyBqZXJzZXl1bml0ZWQgc3RhdGVz"
"-73.9455977583353","40.7946088295748","2022-01-19T04:11:57.000000Z","0.05743408203125","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13pBPNQM3akudRTSu3gycqPYRK7aCnrRpL4MX2htxHK7jFSDjTh","3","zealous-aquamarine-python","full","882a1008d3fffff","8c2a1008d3b2dff","1274324","1274435","80","5","1187949","1766941","112aEmaNKvRZPtbZDVMSuwFxwqFzLokvAmJZmaKyhCFEUTDBpxsA","2022-03-20T13:22:28.192000Z","offline","/ip4/98.7.10.44/tcp/49152","1274030","Park Ave","NY","US","New York","Park Avenue","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.981706265987","40.6025461752006","2022-01-19T02:17:18.000000Z","1","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","14UqEHtD5kyLsjqmr8sHjyojHjwmzem3T7BEWGajWFWvhJiwMd7","1","powerful-mint-woodpecker","full","882a10740dfffff","8c2a10740d505ff","1731322","1766918","12","10","1187825","1766941","112ec2fd4vSbnFEGNf2y9MriVtNcB9toZ426HxPmqQ4c49jxPWBv","2022-07-18T15:09:02.966000Z","online","c(""/ip4/108.54.227.83/tcp/44158"", ""/p2p/11dH8crnNd52jEXpbEmWwAMqbQasmqBQiTDqpwU9cpRnGrrq3eS/p2p-circuit/p2p/112ec2fd4vSbnFEGNf2y9MriVtNcB9toZ426HxPmqQ4c49jxPWBv"")","1445244","W 9th St","NY","US","Brooklyn","West 9th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.925966462778","40.6816842307168","2022-01-18T23:16:03.000000Z","0.091339111328125","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14GmQRjEN3yTp3viJN4okuSEvNrDiZPEPGTj1SJTCfaMoprAVjV","2","shaggy-watermelon-beaver","full","882a100d9dfffff","8c2a100d9d361ff","1728754","1728758","40","3","1187626","1766941","11M4o26oQXEcVCrgWhHYxkUfA3nU6mJgRKT93nyuMeZLcYJPgfG","2022-07-13T08:07:15.848000Z","offline","c(""/ip4/148.75.249.61/tcp/44158"", ""/p2p/1129sdutw2KiesrT7bVAJpiNGGb3Q1mESNLopERFd58ppyi1rv1g/p2p-circuit/p2p/11M4o26oQXEcVCrgWhHYxkUfA3nU6mJgRKT93nyuMeZLcYJPgfG"")","1438013","Bainbridge St","NY","US","Brooklyn","Bainbridge Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9865457809827","40.7551896082734","2022-01-18T19:32:35.000000Z","0.0881195068359375","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13qFiBHw8NGJmzzoLaM5VRFErzAwNnz1CUkVvRRam2W2zjQiTUF","1","damp-frost-chicken","full","882a100d67fffff","8c2a100d66821ff","1578464","1581289","40","43","1187382","1766941","11Js8iWfGrBDy49YCStPBJiizwoGVNKU2NfrzdsqKBmiuiz82En","2022-07-15T04:55:30.993000Z","offline","/p2p/112N1D1rEngGdDzQgcXD5zDSd5Wss9bzPAKGvTmauSbLQ65DWrt5/p2p-circuit/p2p/11Js8iWfGrBDy49YCStPBJiizwoGVNKU2NfrzdsqKBmiuiz82En","1440595","Times Square","NY","US","New York","Times Square","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9907332090926","40.7528100504602","2022-01-18T19:00:00.000000Z","1","14iC6N1HkqUjH7WEChHVQhPqJ1hbWBKpZXZVeHHykCA7tNDYF2C","13A1q8s784Rp5XEgkoTuYzhXVxbyAJX3C34ijZpXFN9c9AL8m62","1","massive-linen-grasshopper","full","882a100d2dfffff","8c2a100d2da11ff","1730481","1766936","35","35","1187346","1766941","117YkRCmFueA8kpJujFXVRDvjuov1Dnitc5SZyVFP2cV61iuxK5","2022-06-03T19:06:07.910000Z","online","/ip4/108.175.114.94/tcp/44158","1359980","W 36th St","NY","US","New York","West 36th Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9218434371372","40.7087514625559","2022-01-18T18:03:56.000000Z","0.0760955810546875","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","13nSdm2jLnnGFczZXoBafC9yemQ2Jbk4k6rqLBSyEDW88Ns8WJ6","2","petite-vanilla-leopard","full","882a100dc9fffff","8c2a100dc8dadff","1319453","1319504","23","13","1187288","1766941","11vhXY4aRaVqdbtoYBNkaECu1g8vcnvC9sWAZyNGWXCTpV4S9sD","2022-04-20T09:53:46.158000Z","offline","/p2p/11ZjqcYU1VWNVeArBC72xdvFmqRrsovqQDfjRfpd8gzCxDcVSD5/p2p-circuit/p2p/11vhXY4aRaVqdbtoYBNkaECu1g8vcnvC9sWAZyNGWXCTpV4S9sD","1319555","Jefferson St","NY","US","Brooklyn","Jefferson Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9974134555517","40.6431687806051","2022-01-18T16:41:55.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14SKZHk2wAingKSv1BjuikAutPtK7mmhFL77CPguTvswSj9kvZc","3","sticky-tan-sidewinder","full","882a107703fffff","8c2a107703ab1ff","1730964","1766931","58","23","1187197","1766941","112iNYkzaM6xmeGEzQf8Emv1ibZxhJjYTMRDjgseHzE71mQ3GkL1","2022-07-14T19:27:35.485000Z","online","/ip4/68.193.115.250/tcp/44158","1440004","44th St","NY","US","Brooklyn","44th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0087045880743","40.7874029432043","2022-01-18T15:41:32.000000Z","0.0491485595703125","14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF","13PtBA1YERw7r2oWD8pSgFs1sbMGMMjsoRp9F6tZWthkt32kcuz","1","short-carob-bee","full","882a107249fffff","8c2a10724930bff","1440357","1440384","12","0","1187132","1766941","11S2NKzcPzTcRQLT5uQfiAygqijypihp91jQkqa4zpuYCmS37DH","2022-07-14T08:54:52.923000Z","offline","/p2p/1126Pd8UiXpZXg3TE1AWG3UL8srQdYwCE4sBkQ3qsUPehEiGQt4s/p2p-circuit/p2p/11S2NKzcPzTcRQLT5uQfiAygqijypihp91jQkqa4zpuYCmS37DH","1439413","61st St","NJ","US","West New York","61st Street","New Jersey","United States","West New York","d2VzdCBuZXcgeW9ya25ldyBqZXJzZXl1bml0ZWQgc3RhdGVz"
"-73.9642932089812","40.6341510262041","2022-01-18T06:07:45.000000Z","0.104690551757812","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","12zCMBEVqcpt5SwwutzwPJjqfMVbUobBm9zXPL5wbEZWYpBks3j","1","brilliant-mocha-frog","full","882a107625fffff","8c2a107624007ff","1386281","1386311","12","30","1186527","1766941","11mBSpkLL9U4pNid7DtUZpQULsL3qJEoB4BRdpdaNDyR3KJVhpb","2022-06-07T02:18:24.096000Z","offline","/p2p/112uSn4Auw9ZJLyfRLQtr9ABDL1ZcRPfC8Rn1MjFVbBLMDwPSvrs/p2p-circuit/p2p/11mBSpkLL9U4pNid7DtUZpQULsL3qJEoB4BRdpdaNDyR3KJVhpb","1385757","Rugby Rd","NY","US","Brooklyn","Rugby Road","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9256976584488","40.7390686549251","2022-01-18T03:37:05.000000Z","0.1671142578125","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","135xdeV7X5E1DaGjiPTrqdePmcMM2fwUCKhaGcZj84iNhzmPfhp","2","soft-rusty-liger","full","882a100d53fffff","8c2a100d53a51ff","1731061","1731076","40","0","1186364","1766941","11aL2dG987peWWhEtP9TCWiYYBG4nW3LwfmKpMLFU2KiLghqddj",NA,"offline","NULL","NA","Queens","NY","US","Queens","Queens","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.988513584926","40.7107400360227","2022-01-18T02:44:25.000000Z","1","13Mpg5hCNjSxHJvWjaanwJPBuTXu1d4g5pGvGBkqQe3F8mAwXhK","13c3T6UgqzXB2KGRjxYu3n1PQgMD2yNeBSweWkTmShGcL2T2rTd","1","damaged-linen-weasel","full","882a1072ddfffff","8c2a1072dc52dff","1731202","1754459","30","51","1186307","1766941","11238BYvkNzn9sh5ACdtfcPzqV8BKLAH7Q15HH6a5bfpZnACzW15","2022-06-05T17:11:02.306000Z","offline","/p2p/112tuBe9jQzLoMN3MAPjsEkRLgm118XqqDVVYSARADX4JYst67aN/p2p-circuit/p2p/11238BYvkNzn9sh5ACdtfcPzqV8BKLAH7Q15HH6a5bfpZnACzW15","1364001","Cherry St","NY","US","New York","Cherry Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9396727902523","40.7516992005179","2022-01-18T01:54:19.000000Z","1","13MS2kZHU4h6wp3tExgoHdDFjBsb9HB9JBvcbK9XmfNyJ7jqzVv","14PqLhauyG9ye2J2wbdrufwL5vmZLJVk1PEeZ8WhuyquTCFFco6","2","cheerful-neon-stallion","full","882a100d43fffff","8c2a100d4255dff","1730790","1766939","26","40","1186251","1766941","112vD4We3beXh6dWBfnJEg3mZvWrQBEKjtoXi6NSfVeouVmJHQfd","2022-07-10T08:42:02.176000Z","online","/ip4/67.254.244.146/tcp/44158","1434105","Crescent St","NY","US","Queens","Crescent Street","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-74.0152587936701","40.7741617202391","2022-01-18T00:10:06.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13knu5JSoDnSuq4tj2hEWfEQGhbhga4pfRM9zNChoG1vNfVdBbE","2","tiny-concrete-elk","full","882a107243fffff","8c2a107243329ff","1731192","1766940","56","50","1186141","1766941","11iCyPBMTM4mpg1QhxxAWMnwvuU3ygD1Anwa1VT47ggTctGkBGo","2022-07-14T07:36:30.867000Z","online","/ip4/72.68.14.131/tcp/44158","1439346","John F. Kennedy Blvd","NJ","US","Weehawken","John F. Kennedy Boulevard","New Jersey","United States","Weehawken","d2VlaGF3a2VubmV3IGplcnNleXVuaXRlZCBzdGF0ZXM"
"-73.9832276145872","40.6113916730511","2022-01-17T23:42:05.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14YqEdgCyn9VcePy7v3QDKmefxNCGeDz1j6R4Hr3kYuvK7EYB5J","2","furry-sangria-bat","full","882a10746bfffff","8c2a10746b767ff","1731097","1760421","40","30","1186111","1766941","112XomhLkj36xxbhoUCjjxVhDQRg2JiKPpJ4bMsi2NTQKoAY6vsB","2022-07-12T15:34:39.674000Z","offline","/ip4/69.113.166.27/tcp/44158","1437034","W 9th St","NY","US","Brooklyn","West 9th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.8864796754843","40.67528763424","2022-01-17T23:19:28.000000Z","0.243240356445312","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14iB5CRHRxAJ8CWX8pCLjeTRWc4izG8Wz2ZFytKrVUN9sJEM1re","5","hot-opal-dragon","full","882a100ca9fffff","8c2a100ca80e9ff","1663384","1663406","40","17","1186087","1766941","11rVQ2B2iHyo7d9DtXbKpzKujJYEg4tJGEc33L9Ce5JunHHxNu","2022-07-15T10:19:00.762000Z","offline","/p2p/112se5kBDRVCFw7uEv3gkdRrjTzFudZkzKcV63u9uig3iifMmvT9/p2p-circuit/p2p/11rVQ2B2iHyo7d9DtXbKpzKujJYEg4tJGEc33L9Ce5JunHHxNu","1440923","Warwick St","NY","US","Brooklyn","Warwick Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.904457052842","40.7082403755998","2022-01-17T21:25:09.000000Z","0.0808258056640625","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","13CmwrsNQkAZzQibwPmbG8hNgyUY9mkHYjRZGGJ5VYLLw3HmWaH","1","glorious-scarlet-rhino","full","882a100c35fffff","8c2a100c3475bff","1353882","1353884","23","11","1185963","1766941","112Jca58QZL2TgCHGF57AVoPZ9mw63oFAonw1JMK5C8BRTKRZmyr","2022-05-12T12:32:32.208000Z","offline","/ip4/98.15.98.142/tcp/44158","1351957","Linden St","NY","US","Queens","Linden Street","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.9280466788761","40.7572419929289","2022-01-17T21:12:29.000000Z","0.104629516601562","14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM","13UDE6tQCJTdChSpgZzj6cmFmNNFjkdXTU6CLVL8oVNoyhSKxuL","1","generous-porcelain-hedgehog","full","882a100f37fffff","8c2a100f36929ff","1326990","1327092","23","0","1185948","1766941","11Hson4XyoXoSvDdUkVmGw96iNvr6uKCFVQZNEJTqAvKd3aq6HS","2022-04-25T00:55:01.529000Z","offline","/ip4/207.38.161.204/tcp/44158","1326250","32nd St","NY","US","Queens","32nd Street","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
