"lng","lat","timestamp_added","reward_scale","payer","owner","nonce","name","mode","location_hex","location","last_poc_challenge","last_change_block","gain","elevation","block_added","block","address","status.timestamp","status.online","status.listen_addrs","status.height","geocode.short_street","geocode.short_state","geocode.short_country","geocode.short_city","geocode.long_street","geocode.long_state","geocode.long_country","geocode.long_city","geocode.city_id"
"-74.0321779049274","40.6298252917184","2023-02-13T16:22:33.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13Ua9FtNHLtCBNGVhhiwN8S3ugJjWgx4QimTaV5ntuB5SMoK4Z9","1","genuine-ivory-tiger","full","882a10754bfffff","8c2a10754b135ff","NA","1766908","40","6","1746888","1766941","112ja7SyaTsE45GduinzcoPyHMKv9yn2kJeW7YGvg9dHw99fTMP2",NA,"online","NULL","NA","78th St","NY","US","Brooklyn","78th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9145421082378","40.7547397829178","2023-02-11T18:11:03.000000Z","1","14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF","14FqxBwwmCVdLugGbmU1fW2JPuKc3gATgEc8K51UPzKZsVgX6GH","1","harsh-sand-mule","full","882a100f33fffff","8c2a100f32a37ff","NA","1766669","26","0","1744162","1766941","112XdzdYcpqHJoGoVVGyAk4j1TdSpHMFiBEtRnf6ofbemAbMmWdR","2023-02-11T18:10:45.673000Z","online","/ip4/108.29.19.183/tcp/44158","1","47th St","NY","US","Queens","47th Street","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.9724830475014","40.7462885428136","2023-02-10T00:15:31.000000Z","1","14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF","14iAPwBNM8SDDUug9Zw2E8PbNCSXzwCVaofiNyYXc8HLZJAJL6n","2","modern-bubblegum-tuna","full","882a100d05fffff","8c2a100d04b5dff","NA","1750139","26","22","1741688","1766941","1123niqsH7jNn5PH8iZb5PNNLLuhMYrucvrVowfuH1J6o79tqD6S","2023-02-09T23:59:13.769000Z","offline","/ip4/74.64.43.11/tcp/44158","1","E 38th St","NY","US","New York","East 38th Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9400214965946","40.6397585712935","2023-02-04T23:07:15.000000Z","1","14eUfY1GsjK4WH6uZYoeagnFtigBKdvPruAXLmc5UsUMEDj3yib","14qF9bANjoJQNpyeFRBu2Kh9iDBKF4XAZecYLbek5r1efgNGfeD","2","droll-stone-puppy","full","882a107663fffff","8c2a107662debff","NA","1766794","40","2","1734580","1766941","112QJc9c2AubVhywNiAMDtjdnWbnpfDQhHV1umAEgFMfx3hPXhtF",NA,"online","NULL","NA","E 39th St","NY","US","Brooklyn","East 39th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0000348568014","40.7582776423766","2023-02-01T04:48:29.000000Z","1","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","148ERWxQm97ETEdtsV24sxbwzYVDgHnMusG3n1JB83KTHjUQUe2","1","acrobatic-hazelnut-millipede","full","882a107251fffff","8c2a107250605ff","1731244","1766940","12","20","1729255","1766941","112saTTeJedQkTSbS1ae9762EK9LdE3CbdvqaYtLRspGDP4vcRAP",NA,"online","NULL","NA","W 38th St","NY","US","New York","West 38th Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.989324360264","40.7469669754473","2023-01-25T03:48:11.000000Z","1","14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM","13Do8QcC7vVv1k4HcNxjj17D5aRUaAukp1qxe7zsV35yGrxqE68","1","zesty-hickory-swift","full","882a100d2dfffff","8c2a100d2c5edff","1731243","1766932","12","50","1719300","1766941","11j7ZboTgy9TPJmiGhQFBpW5a1Vb8tofcoy6Sqqmv5jcb9qKUjw",NA,"online","NULL","NA","W 30th St","NY","US","New York","West 30th Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9625921971288","40.7626877735555","2023-01-22T19:38:29.000000Z","1","14eUfY1GsjK4WH6uZYoeagnFtigBKdvPruAXLmc5UsUMEDj3yib","13JYhtmsbNcxucanoGk1cjKkGjP93y2TLjZyafZK93TpxhQ8XbT","4","eager-laurel-duck","full","882a100d69fffff","8c2a100d68485ff","1731167","1766918","30","20","1715993","1766941","11Sr8d67rYNef6jzYjT59xwwG8W9AjkbdFiUVvbXZnJ6ZVjgxGU","2023-01-23T04:42:52.607000Z","online","/p2p/11aEavePxVoyrMbX9NFJdXseX7Gg4zmH4KcqAJNnXzBKhLkEGsH/p2p-circuit/p2p/11Sr8d67rYNef6jzYjT59xwwG8W9AjkbdFiUVvbXZnJ6ZVjgxGU","1716522","2nd Ave","NY","US","New York","2nd Avenue","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.8903203444295","40.8105376537061","2023-01-18T20:12:10.000000Z","1","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","139t6mfPU923x6MZ4wqxT5EBfrKtnSLZn8NMrbs5fBfs8nU2X1G","1","polite-gingerbread-goose","full","882a100f4dfffff","8c2a100f4d827ff","1731054","1766918","58","19","1710370","1766941","112i1UhNgmMpPNniPP8LN7xxV4Lqcuvp1exjJ34bQ2hAJqsaTAXF",NA,"online","NULL","NA","Tiffany St","NY","US","The Bronx","Tiffany Street","New York","United States","The Bronx","dGhlIGJyb254bmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.9925908109645","40.7001139572333","2023-01-16T18:55:36.000000Z","1","14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF","134MBuJrgppu93sYmHci18ci8K8ZdNTbjcJBUqJsHEeX29P4RTV","1","noisy-pear-salmon","full","882a1072d7fffff","8c2a1072d6253ff","1730723","1764636","26","30","1707010","1766941","11KLgkkdqCSfaey1zBffuMqbKLYApEEnymp2GWZ9EGBowiKAWzE","2023-01-16T18:51:36.617000Z","online","/ip4/173.77.69.62/tcp/44158","1","Middagh St","NY","US","Brooklyn","Middagh Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9246087308156","40.7587360606436","2023-01-15T00:51:35.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13edbbUWzMM6tcMzHWaHDwoP1EjeVWxRdTcYFvYrVuVEGNq8mGz","1","fun-crepe-halibut","full","882a100f37fffff","8c2a100f379d1ff","1731284","1766925","40","2","1704033","1766941","11japF4xkAnSatSFTriVD54r4VFhi5xFq64RHqagC2B8ox9uBTr",NA,"online","NULL","NA","34th St","NY","US","Queens","34th Street","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.9606025748178","40.6209439942706","2023-01-13T14:57:47.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14b491nmkREvYPpGH5GqKsM9WHzTu7XxraVLsGHnbVh2r87wFEy","1","great-metal-porcupine","full","882a107449fffff","8c2a107449aadff","1731033","1766918","40","0","1702024","1766941","11D2YMQR69giUhfk8pZ4on8g1BZwwrupbvo5VJ3rjpkdToT6nLR",NA,"online","NULL","NA","E 15th St","NY","US","Brooklyn","East 15th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9286532188545","40.6996197196564","2023-01-04T17:43:36.000000Z","1","13daGGWvDQyTyHFDCPz8zDSVTWgPNNfJ4oh31Teec4TRWfjMx53","14DtjASE1GuJKzkZFSVYh49kDnX7dTomMoJ6aR2tV2CSRr5JnVH","1","ambitious-syrup-otter","full","882a100dc3fffff","8c2a100dc2b07ff","1728417","1766931","12","5","1689488","1766941","112nz5cakcgwdBvyEi7vVL7UKnkvTSyzACFzEcopDrLeVgVzGGbt","2023-01-20T01:57:22.021000Z","online","/ip4/154.27.19.204/tcp/17693","133166","Central Ave","NY","US","Brooklyn","Central Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9987848534068","40.7232977717455","2023-01-03T03:39:25.000000Z","0.04498291015625","14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF","14QokT5U4taWNMtEmzH6SQrovpwNoUB1dUmLC5u7QMXP2tQXuN1","1","glamorous-frost-kitten","full","882a1072c1fffff","8c2a1072c151dff","1727254","1754514","26","0","1687245","1766941","112RipesZhL5j1be7SpXuFXbbwhWrEZZKeffuRSA1RALqDKCoYa6","2023-01-03T03:37:44.823000Z","offline","/ip4/69.201.168.135/tcp/44158","1","Broadway","NY","US","New York","Broadway","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9626494175249","40.7562648659718","2023-01-02T17:35:26.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13zbxdDaKY28GPeRtWDRKtk4mzYZiYaUutR7Ae6aAk9gbPA7Hea","1","little-jetblack-seahorse","full","882a100d6bfffff","8c2a100d6a525ff","1731066","1766918","40","0","1686652","1766941","112MjnANBkNVKTbL2UVALKQAWr9Y8QfBy9oZejDw5z4HxE9FV7bM",NA,"online","NULL","NA","E 55th St","NY","US","New York","East 55th Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9316579973805","40.7086526734816","2023-01-02T16:05:58.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13teJhhdrMo8mavBqvKxJUV1wcDpb8B888aH9nfmQM1KBpG8aax","1","dandy-corduroy-jaguar","full","882a100dc5fffff","8c2a100dc56abff","1731312","1754278","40","6","1686564","1766941","112pWmiQfj1FX6ce4bjEcaC9W8o9Xsk6yx1RE9Y3JGSVpvskmPEF",NA,"offline","NULL","NA","Morgan Ave","NY","US","Brooklyn","Morgan Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9545474605581","40.6548885105612","2023-01-01T18:46:33.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","133BMRdLBjAGy66rbHbLeu3fiHiCg5RRvVDT41KY5s2phwMGUJW","1","sneaky-cherry-huskie","full","882a107759fffff","8c2a107759691ff","1729448","1766661","40","1","1685308","1766941","112pmnSRYZJE1UPuvmJ5mZpFm9JRpE87oWK6YEJF7a3k7KFyTGDp","2023-01-01T05:18:38.698000Z","online","/p2p/112Kihxk56GwDHQ7SsZnG9hacmnMaU1PzrXTSFYJ3wc4AJiu34XV/p2p-circuit/p2p/112pmnSRYZJE1UPuvmJ5mZpFm9JRpE87oWK6YEJF7a3k7KFyTGDp","1","Clarkson Ave","NY","US","Brooklyn","Clarkson Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9794047233657","40.6630037897032","2023-01-01T15:14:28.000000Z","1","13Zni1he7KY9pUmkXMhEhTwfUpL9AcEV1m2UbbvFsrU9QPTMgE3","13k6hFgkzyx7uog9rPYkw7csKaceP4cv8KhKN7URbfYwA2JM4et","1","dandy-taupe-cobra","full","882a107743fffff","8c2a107743059ff","1731090","1749270","30","3","1685100","1766941","11GUMeTG4PZKrHPZbUP1dEDM9CBwjLBRUosGAGB1oeTEg55sgSc","2023-01-01T15:08:01.236000Z","offline","/p2p/11XnvtYE9bNxLavHcfzDRgZ2h8SMQ2pDpXmKLwCDZDAKsUHtnSz/p2p-circuit/p2p/11GUMeTG4PZKrHPZbUP1dEDM9CBwjLBRUosGAGB1oeTEg55sgSc","1","12th St","NY","US","Brooklyn","12th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.951254398364","40.6588030624657","2022-12-31T00:58:41.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13Dzop3uJyKusihRW84RECPmcwocfWxScm2BFdH5Sr84yukZ5Ei","1","electric-blush-deer","full","882a100db3fffff","8c2a100db2555ff","1731232","1766763","40","0","1682850","1766941","112HSsU6mJdBQLPbDWePBcy6Pn7crm6DrAwnccM8dDfKYftCHbrX",NA,"online","NULL","NA","Fenimore St","NY","US","Brooklyn","Fenimore Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9065402785667","40.6334824698573","2022-12-27T05:28:28.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14qF9bANjoJQNpyeFRBu2Kh9iDBKF4XAZecYLbek5r1efgNGfeD","1","lone-fiery-dove","full","882a107655fffff","8c2a107654c6bff","1731011","1766856","58","0","1677470","1766941","112Ld8KwtqL5W9v6M7TKvXiixudHHSViabEbfLBeee9TdCFynCzY",NA,"online","NULL","NA","E 84th St","NY","US","Brooklyn","East 84th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9048482203668","40.7035388594257","2022-12-17T14:47:43.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14n9RyezTcxQKtMixfXEi9X7rmYP83aCnc5hKfGdoJwVatB12Pd","1","little-banana-chimpanzee","full","882a100c37fffff","8c2a100c3634dff","1730402","1766918","40","4","1663898","1766941","112djJcJKzNo1YcmXt6BRyB5ngUjpQo8vVADj8RhiP9tXje1Fso2",NA,"online","NULL","NA","Madison St","NY","US","Queens","Madison Street","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-74.0451581491293","40.7462516913425","2022-12-17T01:30:54.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","1494dpqDq9Y5L2zhQL85wW4RKTPK95v6u8MNfVAt1aWv9BWoawt","1","future-obsidian-cormorant","full","882a107239fffff","8c2a107238963ff","1730563","1766804","40","0","1663116","1766941","11K8thmDunpjuMiooUVExzYJaoaLFnKGVDWm6i2y4cJjoKvLddJ",NA,"online","NULL","NA","Bowers St","NJ","US","Jersey City","Bowers Street","New Jersey","United States","Jersey City","amVyc2V5IGNpdHluZXcgamVyc2V5dW5pdGVkIHN0YXRlcw"
"-73.8880987230988","40.7236623484913","2022-12-13T17:06:57.000000Z","NA","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","135cfmvdJq9HqpwVSQLFboeTp92twC7mXg83V7AihkMPmgj3nad","1","polished-magenta-bat","full","882a100c07fffff","8c2a100c07043ff","1728893","1728895","12","0","1658122","1766941","11ghAqjD5hbEfaMpa1AJJsow7LVR6boF4WPaLg2rTgsgDGprf41",NA,"offline","NULL","NA","60th Ave","NY","US","Queens","60th Avenue","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.9639974361733","40.6952243794745","2022-12-12T17:52:53.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13zgj2ZuryCbnetX63ymRVHFZMNBBKSCmUXFP5cLUR5PhPxyGBq","1","original-citron-halibut","full","882a100da9fffff","8c2a100da9843ff","1730950","1766926","40","0","1656472","1766941","11zSy1nf8gPbehXwUfeLUDqXojer8qwiVger7mykYLVpcG33Li4",NA,"online","NULL","NA","Grand Ave","NY","US","Brooklyn","Grand Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9591475625791","40.669047193809","2022-12-10T17:58:12.000000Z","1","14iLrXUuGVhb7w1P8X3iBvRwoT9oemgbDonm5VVZJk56TdV8NV1","14ohjk6eqqHxTn2ft6cVhbrRff9necwxyneA7aEWeBXmcuDxKrf","1","quaint-concrete-starling","full","882a100db1fffff","8c2a100db086bff","1731143","1766731","20","9","1653083","1766941","11zJca3NmQ5cwr46BTwM6GBZadP6gcxFvdAJJLfkLedrspF5mek","2022-12-11T05:20:12.708000Z","online","/p2p/11pe5KjkmjJWMVTbY65yYfAgiLZaYkQnydCqCfC9yiofBy1X7XE/p2p-circuit/p2p/11zJca3NmQ5cwr46BTwM6GBZadP6gcxFvdAJJLfkLedrspF5mek","1","President St","NY","US","Brooklyn","President Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0326851201107","40.7293305436141","2022-12-08T03:00:36.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14EE8gZ8EfNJbBaH9ydEijYMB9Yqp6oXRSVUEwwXEUDWoeEn2vj","1","late-cloud-iguana","full","882a1072edfffff","8c2a1072ec2bbff","1731302","1766918","40","280","1648645","1766941","11N4KpwiPiZAHrfJfBJwr6KJA2aecQbti1DoMkKdY8Xsbq6vtFy",NA,"online","NULL","NA","Newport Pkwy","NJ","US","Jersey City","Newport Parkway","New Jersey","United States","Jersey City","amVyc2V5IGNpdHluZXcgamVyc2V5dW5pdGVkIHN0YXRlcw"
"-73.9035830517242","40.646437219547","2022-12-03T03:37:34.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","132fNvFMLoNSNtuFRYADJyy3hbBfpSg4dSQfhT8h6QHxNoRLEra","2","careful-coral-weasel","full","882a107643fffff","8c2a1076432e1ff","1728473","1753133","40","5","1641501","1766941","112JevakEaoJPA8Mc4qLRQuoifycTfiQH2jGevXEDMWMoqKQdJQd",NA,"offline","NULL","NA","Rockaway Pkwy","NY","US","Brooklyn","Rockaway Parkway","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9360221172349","40.7968611125505","2022-12-02T18:53:53.000000Z","0.14013671875","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","14LfcXeUJSGLyCb6K49jy1m1gsDptAGTb6DAY68bsvNK7q8jfS6","1","curly-pineapple-cricket","full","882a1008dbfffff","8c2a1008da167ff","1724087","1724087","12","24","1640988","1766941","112JXuoXYFTKtueBohTHLaagFKwS4iHRhp2bsVDyGwvCuqRcRdiz",NA,"offline","NULL","NA","E 117th St","NY","US","New York","East 117th Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9971933622971","40.75047666839","2022-12-02T02:54:59.000000Z","1","14eUfY1GsjK4WH6uZYoeagnFtigBKdvPruAXLmc5UsUMEDj3yib","14LjW9kG6wD2TNwQwDm6y2aM14cYcx2JFiGgLYVg4mQWmLz12ut","1","best-marmalade-donkey","full","882a107253fffff","8c2a107252609ff","1731172","1766932","30","2","1640051","1766941","112mchBju1bkjVZGGFdhZQLQSN5yhCHot1aP1CnwQ4581Vu39ZSr","2022-12-01T17:31:52.554000Z","online","/p2p/112rr4K22472Cpcs6bYaDcqG1rEnYi2R9SJRGzVVBi7bnzweWb5R/p2p-circuit/p2p/112mchBju1bkjVZGGFdhZQLQSN5yhCHot1aP1CnwQ4581Vu39ZSr","1639490","W 30th St","NY","US","New York","West 30th Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9447316743917","40.6364538794735","2022-12-01T23:57:12.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13K2Wy6c7L2JmSqVGTShsDqom6X5K1eXFcvVUuJzmsSAbKr8o3c","1","damaged-blonde-dog","full","882a107629fffff","8c2a10762808dff","1730754","1766857","40","3","1639878","1766941","1124J7k5foB1LQfuy7fZHGFLho73UcMSdmMMM1uZaYc66UZTKsEC",NA,"online","NULL","NA","Farragut Rd","NY","US","Brooklyn","Farragut Road","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.005730277773","40.7245113359787","2022-12-01T23:45:00.000000Z","NA","14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM","13heeXmDDC2VxSPCQSxAMdarhRarPXa98QqxNJqxa4s97RTfUEA","1","hollow-tawny-crab","full","882a1072c1fffff","8c2a1072c19b5ff","NA","1639866","23","0","1639866","1766941","112fQdMSFp9awcDTax7GK5Y1D6tTUt2VfmW7KaZx3Ao8NP1zT336",NA,"offline","NULL","NA","Broome St","NY","US","New York","Broome Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9692100805584","40.6935205477504","2022-11-30T20:36:32.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14it6eZiEZFddHGNrdy9TE5WcCBidRa3NLckKAyrQzb3RLV9pzo","1","funny-rouge-spider","full","882a100dadfffff","8c2a100dac64dff","1731165","1766918","40","0","1638274","1766941","11f32hRz3e8Gn7qJnL2GQZBPSthFyX7Ei1CJoRRNU9hpZW9aTja",NA,"online","NULL","NA","Clinton Ave","NY","US","Brooklyn","Clinton Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.8961504867933","40.7570046495848","2022-11-24T01:35:54.000000Z","1","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","148TmGeSRGw3VSKZceyk5odfW73GZpfLLefrQosp4uTZrQeR7uU","1","feisty-strawberry-frog","full","882a100f17fffff","8c2a100f168edff","1728114","1766856","23","0","1628715","1766941","11vswjKH4c1RQ9K9Cf6hCGzXWfqq7sFGSwdDWsDkqjGgGKoRdxr","2022-11-24T02:17:24.927000Z","online","/p2p/112LPz9aUjExx3eS1BCPmZAGV6QoNkPp7vDNcrXYvV5vjPGBTNgM/p2p-circuit/p2p/11vswjKH4c1RQ9K9Cf6hCGzXWfqq7sFGSwdDWsDkqjGgGKoRdxr","1","71st St","NY","US","Queens","71st Street","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.9652135862123","40.7559262492906","2022-11-21T12:53:12.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","145e7vRtwYH8b3XdLzB2MkHE2gpYK7MQkuvNeEibQeeqTkXc79J","1","elegant-rusty-horse","full","882a100d6bfffff","8c2a100d6ac2dff","1730535","1766757","40","20","1625148","1766941","112TvwU4oxGP8G8smU1fBVHWB5otbBBxLXd9i4AEupv2BdHDjXP7","2022-11-21T05:47:21.138000Z","online","/p2p/112wMBwJbiqoLpESnHGMMrx8wzZRYgQ47qwQpTme2FKN23Wobugr/p2p-circuit/p2p/112TvwU4oxGP8G8smU1fBVHWB5otbBBxLXd9i4AEupv2BdHDjXP7","NA","E 53rd St","NY","US","New York","East 53rd Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9357223256779","40.6893494300496","2022-11-20T18:43:23.000000Z","1","13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym","14NFJ7iPtUF4nhRhVxtYJdvF9yj5rJM9fRWiTVde9X4ksTGFBQb","2","oblong-zinc-cobra","full","882a100d89fffff","8c2a100d88db1ff","1730833","1766937","58","14","1624079","1766941","119aYcV1sBZiUJHmuW8tvUq5wnnre8Dx9NLY1YtxEuahoqxP7TK",NA,"online","NULL","NA","Lexington Ave","NY","US","Brooklyn","Lexington Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.921775020918","40.7635056467175","2022-11-19T01:20:18.000000Z","NA","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","13xCtdSDrsfTkyaqJV96JiA5gcKRbTnngDQzPGnvzYCXDWqpX3h","1","big-marmalade-dove","full","882a100f35fffff","8c2a100f3475dff","1625793","1625795","23","0","1621648","1766941","112GK9wP4WYXVreRAzfnWMC6APkrAmEhFM1sKCifnryYUysehJNB","2022-11-19T16:37:32.389000Z","offline","/p2p/11mTQ6U1ms7G72jB78aHYzmPA583DqR6tnz9a62eD2PW76hJsYq/p2p-circuit/p2p/112GK9wP4WYXVreRAzfnWMC6APkrAmEhFM1sKCifnryYUysehJNB","1","31st Ave","NY","US","Queens","31st Avenue","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.9547345800787","40.6257882420824","2022-11-19T01:19:17.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","132fNvFMLoNSNtuFRYADJyy3hbBfpSg4dSQfhT8h6QHxNoRLEra","1","bald-magenta-terrier","full","882a107623fffff","8c2a1076239abff","1731110","1766918","12","0","1621647","1766941","11mNUH1BJ47bXgQzV4porR5JVr7Zd9Bzwz9G55WLTTgTtbf9Snv","2022-11-18T21:29:32.436000Z","online","/p2p/112maGyFfvB4FX1ipchmZSnU9E8gFWWDHh6tVD3ZidENnmbXmvrt/p2p-circuit/p2p/11mNUH1BJ47bXgQzV4porR5JVr7Zd9Bzwz9G55WLTTgTtbf9Snv","1","Avenue J","NY","US","Brooklyn","Avenue J","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.895845674499","40.6797311454924","2022-11-18T14:50:02.000000Z","1","14eUfY1GsjK4WH6uZYoeagnFtigBKdvPruAXLmc5UsUMEDj3yib","14anE7ne9Dun6E9tqmyuZaevEdh5QrphCUTUKELNMmdLura2VY7","1","suave-stone-perch","full","882a100cadfffff","8c2a100cad0a7ff","1730897","1766514","30","3","1621030","1766941","112eWkP9NfkECy3RhFd7DnRCtJwMnC9XsXvGvdeKk9C7hmANq6oi","2022-11-18T11:37:55.673000Z","online","/p2p/11zRMxQo43oW1oPxfJGsHRJJvy46PLqNifMBR5igX5UDEC4K9rP/p2p-circuit/p2p/112eWkP9NfkECy3RhFd7DnRCtJwMnC9XsXvGvdeKk9C7hmANq6oi","1620836","Vermont St","NY","US","Brooklyn","Vermont Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
